Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,MA_5,MA_20,Volatility,Avg_Volume,Relative_Volume,Price_Position,BB_Upper,BB_Lower,BB_Position,Market_Cap,Symbol,Exchange,Avg_Sentiment,Sentiment_Std,News_Count,Positive_News_Ratio,Recent_Headlines,Next_Day_Close,Next_Day_Return
2025-08-05 00:00:00-04:00,536.2983661514853,536.4181643311854,526.374677366439,526.8838500976562,19171600,0.0,0.0,-0.014730087451690799,0.0,0.0,0.0,0.0,0.0,0.05069680809110766,0.0,0.0,0.0,3789727203328,MSFT,NYSE,0.03727272727272727,0.05770400390021218,10,0.3,Applied Digital (APLD) Jumps 34% as HPC Firms Soar | Nebius Group (NBIS) Climbs 38% on New $18-Billion Microsoft Deal | Cipher Mining (CIFR) Soars 44% on HPC Demand Optimism | Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Middlefield Canadian Income PCC - Holding(s) in Company,524.0784912109375,-0.0053244351410633994
2025-08-06 00:00:00-04:00,530.0287318260303,530.8274067099719,523.1700114791388,524.0784912109375,21355700,0.0,0.0,-0.0053244351410633994,0.0,0.0,0.0,0.0,0.0,0.11864083078024236,0.0,0.0,0.0,3789727203328,MSFT,NYSE,0.03727272727272727,0.05770400390021218,10,0.3,Applied Digital (APLD) Jumps 34% as HPC Firms Soar | Nebius Group (NBIS) Climbs 38% on New $18-Billion Microsoft Deal | Cipher Mining (CIFR) Soars 44% on HPC Demand Optimism | Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Middlefield Canadian Income PCC - Holding(s) in Company,519.9852294921875,-0.007810398227357296
2025-08-07 00:00:00-04:00,525.9354090023164,527.2233308658066,516.7005900083886,519.9852294921875,16079100,0.0,0.0,-0.007810398227357296,0.0,0.0,0.0,0.0,0.0,0.3121467617900491,0.0,0.0,0.0,3789727203328,MSFT,NYSE,0.03727272727272727,0.05770400390021218,10,0.3,Applied Digital (APLD) Jumps 34% as HPC Firms Soar | Nebius Group (NBIS) Climbs 38% on New $18-Billion Microsoft Deal | Cipher Mining (CIFR) Soars 44% on HPC Demand Optimism | Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Middlefield Canadian Income PCC - Holding(s) in Company,521.1832275390625,0.002303907839930286
2025-08-08 00:00:00-04:00,521.7423060527517,523.7989228282858,518.5575389118288,521.1832275390625,15531000,0.0,0.0,0.002303907839930286,525.3783447265625,0.0,0.0,0.0,0.0,0.5009533110119104,0.0,0.0,0.0,3789727203328,MSFT,NYSE,0.03727272727272727,0.05770400390021218,10,0.3,Applied Digital (APLD) Jumps 34% as HPC Firms Soar | Nebius Group (NBIS) Climbs 38% on New $18-Billion Microsoft Deal | Cipher Mining (CIFR) Soars 44% on HPC Demand Optimism | Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Middlefield Canadian Income PCC - Holding(s) in Company,520.9136962890625,-0.0005171525785138131
2025-08-11 00:00:00-04:00,521.4427947726738,526.7241518809952,518.8670119786243,520.9136962890625,20194400,0.0,0.0,-0.0005171525785138131,522.6088989257812,0.0,0.0,0.0,0.0,0.2604871920150738,0.0,0.0,0.0,3789727203328,MSFT,NYSE,0.03727272727272727,0.05770400390021218,10,0.3,Applied Digital (APLD) Jumps 34% as HPC Firms Soar | Nebius Group (NBIS) Climbs 38% on New $18-Billion Microsoft Deal | Cipher Mining (CIFR) Soars 44% on HPC Demand Optimism | Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Middlefield Canadian Income PCC - Holding(s) in Company,528.3713989257812,0.014316580058936212
2025-08-12 00:00:00-04:00,522.8904188907295,530.1085334795151,521.8421543429575,528.3713989257812,18667000,0.0,0.0,0.014316580058936212,522.9064086914062,0.0,0.0,0.0,0.0,0.7898554463765758,0.0,0.0,0.0,3789727203328,MSFT,NYSE,0.03727272727272727,0.05770400390021218,10,0.3,Applied Digital (APLD) Jumps 34% as HPC Firms Soar | Nebius Group (NBIS) Climbs 38% on New $18-Billion Microsoft Deal | Cipher Mining (CIFR) Soars 44% on HPC Demand Optimism | Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Middlefield Canadian Income PCC - Holding(s) in Company,519.7256469726562,-0.016363020350273483
2025-08-13 00:00:00-04:00,531.236692379076,531.825750889051,518.5176108745642,519.7256469726562,19619200,0.0,0.0,-0.016363020350273483,522.03583984375,0.0,0.0,0.0,0.0,0.09077422515671099,0.0,0.0,0.0,3789727203328,MSFT,NYSE,0.03727272727272727,0.05770400390021218,10,0.3,Applied Digital (APLD) Jumps 34% as HPC Firms Soar | Nebius Group (NBIS) Climbs 38% on New $18-Billion Microsoft Deal | Cipher Mining (CIFR) Soars 44% on HPC Demand Optimism | Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Middlefield Canadian Income PCC - Holding(s) in Company,521.6224975585938,0.003649715185283675
2025-08-14 00:00:00-04:00,521.7023833261101,525.0868343553949,519.2863720398742,521.6224975585938,20269100,0.0,0.0,0.003649715185283675,522.3632934570312,0.0,0.0,0.0,0.0,0.4027481589646073,0.0,0.0,0.0,3789727203328,MSFT,NYSE,0.03727272727272727,0.05770400390021218,10,0.3,Applied Digital (APLD) Jumps 34% as HPC Firms Soar | Nebius Group (NBIS) Climbs 38% on New $18-Billion Microsoft Deal | Cipher Mining (CIFR) Soars 44% on HPC Demand Optimism | Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Middlefield Canadian Income PCC - Holding(s) in Company,519.3162841796875,-0.004421230659529152
2025-08-15 00:00:00-04:00,521.9120536418995,525.2365445998882,518.2281072023833,519.3162841796875,25213300,0.0,0.0,-0.004421230659529152,521.9899047851562,0.0,0.0,0.0,0.0,0.15526670434291262,0.0,0.0,0.0,3789727203328,MSFT,NYSE,0.03727272727272727,0.05770400390021218,10,0.3,Applied Digital (APLD) Jumps 34% as HPC Firms Soar | Nebius Group (NBIS) Climbs 38% on New $18-Billion Microsoft Deal | Cipher Mining (CIFR) Soars 44% on HPC Demand Optimism | Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Middlefield Canadian Income PCC - Holding(s) in Company,516.2512817382812,-0.005901995633061485
2025-08-18 00:00:00-04:00,520.7339636806648,521.9619254356152,513.176380682391,516.2512817382812,23760600,0.0,0.0,-0.005901995633061485,521.057421875,0.0,0.0,0.0,0.0,0.34999549171515937,0.0,0.0,0.0,3789727203328,MSFT,NYSE,0.03727272727272727,0.05770400390021218,10,0.3,Applied Digital (APLD) Jumps 34% as HPC Firms Soar | Nebius Group (NBIS) Climbs 38% on New $18-Billion Microsoft Deal | Cipher Mining (CIFR) Soars 44% on HPC Demand Optimism | Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Middlefield Canadian Income PCC - Holding(s) in Company,508.933349609375,-0.014175136000177835
