Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,MA_5,MA_20,Volatility,Avg_Volume,Relative_Volume,Price_Position,BB_Upper,BB_Lower,BB_Position,Market_Cap,Symbol,Exchange,Avg_Sentiment,Sentiment_Std,News_Count,Positive_News_Ratio,Recent_Headlines,Next_Day_Close,Next_Day_Return
2025-08-26 00:00:00-04:00,226.8699951171875,229.49000549316406,224.69000244140625,229.30999755859375,54575100,0.0,0.0,0.009464667467088184,0.0,0.0,0.0,0.0,0.0,0.962498370807412,0.0,0.0,0.0,3796765245440,AAPL,NASDAQ,0.027987012987012994,0.12992773073273492,10,0.4,Jim Cramer: Nvidia's next act will be bigger than gaming or AI | AAPL: Apple Faces 13% Value Loss After Failing To Lift iPhone Prices | Here's How Much a $1000 Investment in Apple Made 10 Years Ago Would Be Worth Today | Why the Narrative Around Apple Is Changing Amid New Analyst Updates and Shifting Market Risks | Nvidia Stock Drops. Why OpenAI’s New Deal Is Bad News for the Chip Leader.,230.49000549316406,0.00514590705653295
2025-08-27 00:00:00-04:00,228.61000061035156,230.89999389648438,228.25999450683594,230.49000549316406,31259500,0.0,0.0,0.00514590705653295,0.0,0.0,0.0,0.0,0.0,0.8447013264745832,0.0,0.0,0.0,3796765245440,AAPL,NASDAQ,0.027987012987012994,0.12992773073273492,10,0.4,Jim Cramer: Nvidia's next act will be bigger than gaming or AI | AAPL: Apple Faces 13% Value Loss After Failing To Lift iPhone Prices | Here's How Much a $1000 Investment in Apple Made 10 Years Ago Would Be Worth Today | Why the Narrative Around Apple Is Changing Amid New Analyst Updates and Shifting Market Risks | Nvidia Stock Drops. Why OpenAI’s New Deal Is Bad News for the Chip Leader.,232.55999755859375,0.008980832210059075
2025-08-28 00:00:00-04:00,230.82000732421875,233.41000366210938,229.33999633789062,232.55999755859375,38074700,0.0,0.0,0.008980832210059075,0.0,0.0,0.0,0.0,0.0,0.7911536673514988,0.0,0.0,0.0,3796765245440,AAPL,NASDAQ,0.027987012987012994,0.12992773073273492,10,0.4,Jim Cramer: Nvidia's next act will be bigger than gaming or AI | AAPL: Apple Faces 13% Value Loss After Failing To Lift iPhone Prices | Here's How Much a $1000 Investment in Apple Made 10 Years Ago Would Be Worth Today | Why the Narrative Around Apple Is Changing Amid New Analyst Updates and Shifting Market Risks | Nvidia Stock Drops. Why OpenAI’s New Deal Is Bad News for the Chip Leader.,232.13999938964844,-0.00180597769760249
2025-08-29 00:00:00-04:00,232.50999450683594,233.3800048828125,231.3699951171875,232.13999938964844,39418400,0.0,0.0,-0.00180597769760249,230.33200073242188,0.0,0.0,0.0,0.0,0.38308484149155836,0.0,0.0,0.0,3796765245440,AAPL,NASDAQ,0.027987012987012994,0.12992773073273492,10,0.4,Jim Cramer: Nvidia's next act will be bigger than gaming or AI | AAPL: Apple Faces 13% Value Loss After Failing To Lift iPhone Prices | Here's How Much a $1000 Investment in Apple Made 10 Years Ago Would Be Worth Today | Why the Narrative Around Apple Is Changing Amid New Analyst Updates and Shifting Market Risks | Nvidia Stock Drops. Why OpenAI’s New Deal Is Bad News for the Chip Leader.,229.72000122070312,-0.010424735828844955
2025-09-02 00:00:00-04:00,229.25,230.85000610351562,226.97000122070312,229.72000122070312,44075600,0.0,0.0,-0.010424735828844955,230.84400024414063,0.0,0.0,0.0,0.0,0.7087619946515652,0.0,0.0,0.0,3796765245440,AAPL,NASDAQ,0.027987012987012994,0.12992773073273492,10,0.4,Jim Cramer: Nvidia's next act will be bigger than gaming or AI | AAPL: Apple Faces 13% Value Loss After Failing To Lift iPhone Prices | Here's How Much a $1000 Investment in Apple Made 10 Years Ago Would Be Worth Today | Why the Narrative Around Apple Is Changing Amid New Analyst Updates and Shifting Market Risks | Nvidia Stock Drops. Why OpenAI’s New Deal Is Bad News for the Chip Leader.,238.47000122070312,0.038089848308826335
2025-09-03 00:00:00-04:00,237.2100067138672,238.85000610351562,234.36000061035156,238.47000122070312,66427800,0.0,0.0,0.038089848308826335,232.6760009765625,0.0,0.0,0.0,0.0,0.9153664993526067,0.0,0.0,0.0,3796765245440,AAPL,NASDAQ,0.027987012987012994,0.12992773073273492,10,0.4,Jim Cramer: Nvidia's next act will be bigger than gaming or AI | AAPL: Apple Faces 13% Value Loss After Failing To Lift iPhone Prices | Here's How Much a $1000 Investment in Apple Made 10 Years Ago Would Be Worth Today | Why the Narrative Around Apple Is Changing Amid New Analyst Updates and Shifting Market Risks | Nvidia Stock Drops. Why OpenAI’s New Deal Is Bad News for the Chip Leader.,239.77999877929688,0.005493343195739575
2025-09-04 00:00:00-04:00,238.4499969482422,239.89999389648438,236.74000549316406,239.77999877929688,47549400,0.0,0.0,0.005493343195739575,234.53399963378905,0.0,0.0,0.0,0.0,0.9620267222938487,0.0,0.0,0.0,3796765245440,AAPL,NASDAQ,0.027987012987012994,0.12992773073273492,10,0.4,Jim Cramer: Nvidia's next act will be bigger than gaming or AI | AAPL: Apple Faces 13% Value Loss After Failing To Lift iPhone Prices | Here's How Much a $1000 Investment in Apple Made 10 Years Ago Would Be Worth Today | Why the Narrative Around Apple Is Changing Amid New Analyst Updates and Shifting Market Risks | Nvidia Stock Drops. Why OpenAI’s New Deal Is Bad News for the Chip Leader.,239.69000244140625,-0.00037532879451496193
2025-09-05 00:00:00-04:00,240.0,241.32000732421875,238.49000549316406,239.69000244140625,54870400,0.0,0.0,-0.00037532879451496193,235.96000061035156,0.0,0.0,0.0,0.0,0.4240269158394755,0.0,0.0,0.0,3796765245440,AAPL,NASDAQ,0.027987012987012994,0.12992773073273492,10,0.4,Jim Cramer: Nvidia's next act will be bigger than gaming or AI | AAPL: Apple Faces 13% Value Loss After Failing To Lift iPhone Prices | Here's How Much a $1000 Investment in Apple Made 10 Years Ago Would Be Worth Today | Why the Narrative Around Apple Is Changing Amid New Analyst Updates and Shifting Market Risks | Nvidia Stock Drops. Why OpenAI’s New Deal Is Bad News for the Chip Leader.,237.8800048828125,-0.007551410322323426
2025-09-08 00:00:00-04:00,239.3000030517578,240.14999389648438,236.33999633789062,237.8800048828125,48999500,0.0,0.0,-0.007551410322323426,237.10800170898438,0.0,0.0,0.0,0.0,0.4042019768354613,0.0,0.0,0.0,3796765245440,AAPL,NASDAQ,0.027987012987012994,0.12992773073273492,10,0.4,Jim Cramer: Nvidia's next act will be bigger than gaming or AI | AAPL: Apple Faces 13% Value Loss After Failing To Lift iPhone Prices | Here's How Much a $1000 Investment in Apple Made 10 Years Ago Would Be Worth Today | Why the Narrative Around Apple Is Changing Amid New Analyst Updates and Shifting Market Risks | Nvidia Stock Drops. Why OpenAI’s New Deal Is Bad News for the Chip Leader.,234.35000610351562,-0.014839409394815983
2025-09-09 00:00:00-04:00,237.0,238.77999877929688,233.36000061035156,234.35000610351562,66313900,0.0,0.0,-0.014839409394815983,238.03400268554688,0.0,0.0,0.0,0.0,0.18265790177503133,0.0,0.0,0.0,3796765245440,AAPL,NASDAQ,0.027987012987012994,0.12992773073273492,10,0.4,Jim Cramer: Nvidia's next act will be bigger than gaming or AI | AAPL: Apple Faces 13% Value Loss After Failing To Lift iPhone Prices | Here's How Much a $1000 Investment in Apple Made 10 Years Ago Would Be Worth Today | Why the Narrative Around Apple Is Changing Amid New Analyst Updates and Shifting Market Risks | Nvidia Stock Drops. Why OpenAI’s New Deal Is Bad News for the Chip Leader.,226.7899932861328,-0.03225949486019408
