Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,MA_5,MA_20,Volatility,Avg_Volume,Relative_Volume,Price_Position,BB_Upper,BB_Lower,BB_Position,Market_Cap,Symbol,Exchange,Avg_Sentiment,Sentiment_Std,News_Count,Positive_News_Ratio,Recent_Headlines,Next_Day_Close,Next_Day_Return
2025-08-18 00:00:00+00:00,117453.90625,117614.171875,114723.6796875,116252.3125,72787808090,0.0,0.0,-0.01022323279139703,0.0,0.0,0.0,0.0,0.0,0.5288486227745599,0.0,0.0,0.0,2285854785536,BTC-USD,Crypto,-0.03916666666666667,0.10942082373418081,10,0.1,Should the government introduce tougher inheritance tax rules? Have your say | Prenetics CEO tells Investing.com IM8 growth and BTC strategy to drive returns | Polkadot DAO executes plan to make its DOT cryptocurrency scarcer | London Stock Exchange launches blockchain platform for private funds | Bitcoin Proxy Metaplanet Stock Tanks 8% amid Rising Short Positions,112831.1796875,-0.029428514056440758
2025-08-19 00:00:00+00:00,116241.859375,116764.5,112730.3984375,112831.1796875,71657600353,0.0,0.0,-0.029428514056440758,0.0,0.0,0.0,0.0,0.0,0.024982328391738404,0.0,0.0,0.0,2285854785536,BTC-USD,Crypto,-0.03916666666666667,0.10942082373418081,10,0.1,Should the government introduce tougher inheritance tax rules? Have your say | Prenetics CEO tells Investing.com IM8 growth and BTC strategy to drive returns | Polkadot DAO executes plan to make its DOT cryptocurrency scarcer | London Stock Exchange launches blockchain platform for private funds | Bitcoin Proxy Metaplanet Stock Tanks 8% amid Rising Short Positions,114274.7421875,0.012794003430595335
2025-08-20 00:00:00+00:00,112828.0234375,114625.796875,112387.9609375,114274.7421875,67993811526,0.0,0.0,0.012794003430595335,0.0,0.0,0.0,0.0,0.0,0.843127603048425,0.0,0.0,0.0,2285854785536,BTC-USD,Crypto,-0.03916666666666667,0.10942082373418081,10,0.1,Should the government introduce tougher inheritance tax rules? Have your say | Prenetics CEO tells Investing.com IM8 growth and BTC strategy to drive returns | Polkadot DAO executes plan to make its DOT cryptocurrency scarcer | London Stock Exchange launches blockchain platform for private funds | Bitcoin Proxy Metaplanet Stock Tanks 8% amid Rising Short Positions,112419.03125,-0.01623902974513114
2025-08-21 00:00:00+00:00,114275.6875,114802.6484375,111986.234375,112419.03125,57817883700,0.0,0.0,-0.01623902974513114,114646.065625,0.0,0.0,0.0,0.0,0.15366947664500238,0.0,0.0,0.0,2285854785536,BTC-USD,Crypto,-0.03916666666666667,0.10942082373418081,10,0.1,Should the government introduce tougher inheritance tax rules? Have your say | Prenetics CEO tells Investing.com IM8 growth and BTC strategy to drive returns | Polkadot DAO executes plan to make its DOT cryptocurrency scarcer | London Stock Exchange launches blockchain platform for private funds | Bitcoin Proxy Metaplanet Stock Tanks 8% amid Rising Short Positions,116874.0859375,0.03962900798880531
2025-08-22 00:00:00+00:00,112433.734375,117377.3984375,111678.9453125,116874.0859375,82528088240,0.0,0.0,0.03962900798880531,114530.2703125,0.0,0.0,0.0,0.0,0.9116755917861481,0.0,0.0,0.0,2285854785536,BTC-USD,Crypto,-0.03916666666666667,0.10942082373418081,10,0.1,Should the government introduce tougher inheritance tax rules? Have your say | Prenetics CEO tells Investing.com IM8 growth and BTC strategy to drive returns | Polkadot DAO executes plan to make its DOT cryptocurrency scarcer | London Stock Exchange launches blockchain platform for private funds | Bitcoin Proxy Metaplanet Stock Tanks 8% amid Rising Short Positions,115374.328125,-0.012832252765613172
2025-08-23 00:00:00+00:00,116866.3671875,116996.25,114536.109375,115374.328125,55377142586,0.0,0.0,-0.012832252765613172,114354.6734375,0.0,0.0,0.0,0.0,0.34071985214259853,0.0,0.0,0.0,2285854785536,BTC-USD,Crypto,-0.03916666666666667,0.10942082373418081,10,0.1,Should the government introduce tougher inheritance tax rules? Have your say | Prenetics CEO tells Investing.com IM8 growth and BTC strategy to drive returns | Polkadot DAO executes plan to make its DOT cryptocurrency scarcer | London Stock Exchange launches blockchain platform for private funds | Bitcoin Proxy Metaplanet Stock Tanks 8% amid Rising Short Positions,113458.4296875,-0.016605933647771742
2025-08-24 00:00:00+00:00,115387.390625,115615.0859375,111060.546875,113458.4296875,73961489632,0.0,0.0,-0.016605933647771742,114480.1234375,0.0,0.0,0.0,0.0,0.5264819951250556,0.0,0.0,0.0,2285854785536,BTC-USD,Crypto,-0.03916666666666667,0.10942082373418081,10,0.1,Should the government introduce tougher inheritance tax rules? Have your say | Prenetics CEO tells Investing.com IM8 growth and BTC strategy to drive returns | Polkadot DAO executes plan to make its DOT cryptocurrency scarcer | London Stock Exchange launches blockchain platform for private funds | Bitcoin Proxy Metaplanet Stock Tanks 8% amid Rising Short Positions,110124.3515625,-0.029385900493979156
2025-08-25 00:00:00+00:00,113456.8984375,113637.84375,109324.28125,110124.3515625,85706860190,0.0,0.0,-0.029385900493979156,113650.0453125,0.0,0.0,0.0,0.0,0.18547785328252459,0.0,0.0,0.0,2285854785536,BTC-USD,Crypto,-0.03916666666666667,0.10942082373418081,10,0.1,Should the government introduce tougher inheritance tax rules? Have your say | Prenetics CEO tells Investing.com IM8 growth and BTC strategy to drive returns | Polkadot DAO executes plan to make its DOT cryptocurrency scarcer | London Stock Exchange launches blockchain platform for private funds | Bitcoin Proxy Metaplanet Stock Tanks 8% amid Rising Short Positions,111802.65625,0.015240086898922645
2025-08-26 00:00:00+00:00,110124.1015625,112397.015625,108762.0390625,111802.65625,69396320317,0.0,0.0,0.015240086898922645,113526.7703125,0.0,0.0,0.0,0.0,0.8364888012947126,0.0,0.0,0.0,2285854785536,BTC-USD,Crypto,-0.03916666666666667,0.10942082373418081,10,0.1,Should the government introduce tougher inheritance tax rules? Have your say | Prenetics CEO tells Investing.com IM8 growth and BTC strategy to drive returns | Polkadot DAO executes plan to make its DOT cryptocurrency scarcer | London Stock Exchange launches blockchain platform for private funds | Bitcoin Proxy Metaplanet Stock Tanks 8% amid Rising Short Positions,111222.0625,-0.005193022862549412
2025-08-27 00:00:00+00:00,111795.7109375,112619.4140625,110398.265625,111222.0625,62137056409,0.0,0.0,-0.005193022862549412,112396.365625,0.0,0.0,0.0,0.0,0.3708878078978006,0.0,0.0,0.0,2285854785536,BTC-USD,Crypto,-0.03916666666666667,0.10942082373418081,10,0.1,Should the government introduce tougher inheritance tax rules? Have your say | Prenetics CEO tells Investing.com IM8 growth and BTC strategy to drive returns | Polkadot DAO executes plan to make its DOT cryptocurrency scarcer | London Stock Exchange launches blockchain platform for private funds | Bitcoin Proxy Metaplanet Stock Tanks 8% amid Rising Short Positions,112544.8046875,0.01189280397942638
