Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,MA_5,MA_20,Volatility,Avg_Volume,Relative_Volume,Price_Position,BB_Upper,BB_Lower,BB_Position,Market_Cap,Symbol,Exchange,Avg_Sentiment,Sentiment_Std,News_Count,Positive_News_Ratio,Recent_Headlines,Next_Day_Close,Next_Day_Return
2025-08-05 00:00:00-04:00,203.1694082424696,205.1072113881769,201.93082373064988,202.68995666503906,44155100,0.0,0.0,-0.0021146907604691068,0.0,0.0,0.0,0.0,0.0,0.23899253373255153,0.0,0.0,0.0,3490536226816,AAPL,NASDAQ,0.12363636363636363,0.1938389891611289,10,0.4,Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Apple AirPods Pro 3: Big audio and heart rate tracking make these Apple's best buds yet | AirPods Pro 3 Review: Better in (Almost) Every Way | Apple Stock Gains. What Preorders Say About iPhone 17 Demand. | Apple (AAPL) Valuation: Examining the Numbers After Recent Stock Moves,213.0082550048828,0.05090680618623611
2025-08-06 00:00:00-04:00,205.39689808550258,215.1358452662651,205.35693489516686,213.0082550048828,108483100,0.0,0.0,0.05090680618623611,0.0,0.0,0.0,0.0,0.0,0.7824307432379759,0.0,0.0,0.0,3490536226816,AAPL,NASDAQ,0.12363636363636363,0.1938389891611289,10,0.4,Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Apple AirPods Pro 3: Big audio and heart rate tracking make these Apple's best buds yet | AirPods Pro 3 Review: Better in (Almost) Every Way | Apple Stock Gains. What Preorders Say About iPhone 17 Demand. | Apple (AAPL) Valuation: Examining the Numbers After Recent Stock Moves,219.7805633544922,0.03179364268982976
2025-08-07 00:00:00-04:00,218.63187314031333,220.59964108330854,216.33447747046458,219.7805633544922,90224800,0.0,0.0,0.03179364268982976,0.0,0.0,0.0,0.0,0.0,0.8079610061499607,0.0,0.0,0.0,3490536226816,AAPL,NASDAQ,0.12363636363636363,0.1938389891611289,10,0.4,Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Apple AirPods Pro 3: Big audio and heart rate tracking make these Apple's best buds yet | AirPods Pro 3 Review: Better in (Almost) Every Way | Apple Stock Gains. What Preorders Say About iPhone 17 Demand. | Apple (AAPL) Valuation: Examining the Numbers After Recent Stock Moves,229.0900115966797,0.04235792328538146
2025-08-08 00:00:00-04:00,220.57966572513484,230.73813503605493,219.00145500716468,229.0900115966797,113854000,0.0,0.0,0.04235792328538146,213.53765563964845,0.0,0.0,0.0,0.0,0.8595749875332439,0.0,0.0,0.0,3490536226816,AAPL,NASDAQ,0.12363636363636363,0.1938389891611289,10,0.4,Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Apple AirPods Pro 3: Big audio and heart rate tracking make these Apple's best buds yet | AirPods Pro 3 Review: Better in (Almost) Every Way | Apple Stock Gains. What Preorders Say About iPhone 17 Demand. | Apple (AAPL) Valuation: Examining the Numbers After Recent Stock Moves,227.17999267578125,-0.008337416841468825
2025-08-11 00:00:00-04:00,227.9199981689453,229.55999755859375,224.75999450683594,227.17999267578125,61806100,0.26,0.0,-0.008337416841468825,218.349755859375,0.0,0.0,0.0,0.0,0.5041659646568523,0.0,0.0,0.0,3490536226816,AAPL,NASDAQ,0.12363636363636363,0.1938389891611289,10,0.4,Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Apple AirPods Pro 3: Big audio and heart rate tracking make these Apple's best buds yet | AirPods Pro 3 Review: Better in (Almost) Every Way | Apple Stock Gains. What Preorders Say About iPhone 17 Demand. | Apple (AAPL) Valuation: Examining the Numbers After Recent Stock Moves,229.64999389648438,0.010872441677679756
2025-08-12 00:00:00-04:00,228.00999450683594,230.8000030517578,227.07000732421875,229.64999389648438,55626200,0.0,0.0,0.010872441677679756,223.74176330566405,0.0,0.0,0.0,0.0,0.6916862003935381,0.0,0.0,0.0,3490536226816,AAPL,NASDAQ,0.12363636363636363,0.1938389891611289,10,0.4,Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Apple AirPods Pro 3: Big audio and heart rate tracking make these Apple's best buds yet | AirPods Pro 3 Review: Better in (Almost) Every Way | Apple Stock Gains. What Preorders Say About iPhone 17 Demand. | Apple (AAPL) Valuation: Examining the Numbers After Recent Stock Moves,233.3300018310547,0.01602441991019199
2025-08-13 00:00:00-04:00,231.07000732421875,235.0,230.42999267578125,233.3300018310547,69878500,0.0,0.0,0.01602441991019199,227.80611267089844,0.0,0.0,0.0,0.0,0.6345742904841403,0.0,0.0,0.0,3490536226816,AAPL,NASDAQ,0.12363636363636363,0.1938389891611289,10,0.4,Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Apple AirPods Pro 3: Big audio and heart rate tracking make these Apple's best buds yet | AirPods Pro 3 Review: Better in (Almost) Every Way | Apple Stock Gains. What Preorders Say About iPhone 17 Demand. | Apple (AAPL) Valuation: Examining the Numbers After Recent Stock Moves,232.77999877929688,-0.0023571895917441354
2025-08-14 00:00:00-04:00,234.05999755859375,235.1199951171875,230.85000610351562,232.77999877929688,51916300,0.0,0.0,-0.0023571895917441354,230.40599975585937,0.0,0.0,0.0,0.0,0.4519900799748426,0.0,0.0,0.0,3490536226816,AAPL,NASDAQ,0.12363636363636363,0.1938389891611289,10,0.4,Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Apple AirPods Pro 3: Big audio and heart rate tracking make these Apple's best buds yet | AirPods Pro 3 Review: Better in (Almost) Every Way | Apple Stock Gains. What Preorders Say About iPhone 17 Demand. | Apple (AAPL) Valuation: Examining the Numbers After Recent Stock Moves,231.58999633789062,-0.005112133549474374
2025-08-15 00:00:00-04:00,234.0,234.27999877929688,229.33999633789062,231.58999633789062,56038700,0.0,0.0,-0.005112133549474374,230.90599670410157,0.0,0.0,0.0,0.0,0.45546536194818193,0.0,0.0,0.0,3490536226816,AAPL,NASDAQ,0.12363636363636363,0.1938389891611289,10,0.4,Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Apple AirPods Pro 3: Big audio and heart rate tracking make these Apple's best buds yet | AirPods Pro 3 Review: Better in (Almost) Every Way | Apple Stock Gains. What Preorders Say About iPhone 17 Demand. | Apple (AAPL) Valuation: Examining the Numbers After Recent Stock Moves,230.88999938964844,-0.0030225698834628334
2025-08-18 00:00:00-04:00,231.6999969482422,233.1199951171875,230.11000061035156,230.88999938964844,37476200,0.0,0.0,-0.0030225698834628334,231.647998046875,0.0,0.0,0.0,0.0,0.2591362799916862,0.0,0.0,0.0,3490536226816,AAPL,NASDAQ,0.12363636363636363,0.1938389891611289,10,0.4,Stock Market Today: Dow Wavers With Fed Ahead; Tesla Surges On Musk Stock Buys (Live Coverage) | Apple AirPods Pro 3: Big audio and heart rate tracking make these Apple's best buds yet | AirPods Pro 3 Review: Better in (Almost) Every Way | Apple Stock Gains. What Preorders Say About iPhone 17 Demand. | Apple (AAPL) Valuation: Examining the Numbers After Recent Stock Moves,230.55999755859375,-0.001429259958971918
